sourceId,orgName,location,type,email,phone,facebook,linkedinPeople,website,notes,eventSpecificLine,valediction,enrichedAt,contactFound
90c026a01538,Kawaii Kon Anime Swap Meet,"Honolulu, HI",other,[email protected],,https://www.facebook.com/kawaiikon/,[],https://kawaiikon.com/,Hawaii's largest anime convention operated by Its Complicated LLC as a not-for-profit entity celebrating Japanese culture and anime.,Looks like the Anime Swap Meet just wrapped up in June — hope it went well!,See you at the con,2026-07-10T03:01:57.205Z,true
580b72dc4c60,Rogue Valley Bike Swap,"Ashland, OR",bike,info@rvtd.org,541-779-2877,https://www.facebook.com/rideRVTD/,"[{""name"":""Sulaiman Shelton"",""location"":""Ashland, OR"",""role"":""Organizer""},{""name"":""Mike Vergeer"",""location"":""Ashland, OR"",""role"":""Organizer""}]",https://rvtd.org,"RVTD is the public transportation provider in the Rogue Valley, hosting the annual bike swap since the early 2000s to support youth bike education programs.",Looks like the 34th annual Rogue Valley Bike Swap is coming up this April — hope planning's going well.,Keep the wheels turning,2026-07-10T03:02:15.557Z,true
72ef1353a5c2,Bend Bike Swap,"Bend, OR",bike,ann@bendenduranceacademy.org,(503) 914-7616,https://www.facebook.com/bendbikeswap/,"[{""name"":""Billy Lister"",""location"":""Bend, OR"",""role"":""Director""},{""name"":""Conor Munns"",""location"":""Bend, OR"",""role"":""Director""},{""name"":""Ryan McGlone"",""location"":""Bend, OR"",""role"":""Organizer""}]",https://bikeswapbend.com/,"Bend Endurance Academy is a nonprofit youth sports organization that runs programs in mountain biking, rock climbing, and Nordic skiing.",Looks like the Bend Bike Swap is coming up this April — hope planning's going well for the 24th-26th.,See you on the trails,2026-07-10T03:02:33.644Z,true
45c0c97cc123,Oregon Classic Antique Bicycle & Motorcycle Swap Meet,"Salem, OR",bike,office@antiquepowerland.com,503-393-2424,https://www.facebook.com/AntiquePowerland/,[],https://www.antiquepowerland.com,"Powerland Heritage Park is a 62-acre volunteer-run heritage museum campus with 14 museums near Salem, Oregon.",Looks like the Oregon Classic Antique Bicycle & Motorcycle Swap Meet is coming up this September — hope planning's going well.,Keep the classics rolling,2026-07-10T03:02:56.015Z,true
cf5164092935,Portland Bike Swap,"Portland, OR",bike,info@portlandbikeswap.org,,https://www.facebook.com/portlandbikeswap/,"[{""name"":""Dan Sloan"",""location"":""Portland, OR"",""role"":""Organizer""},{""name"":""Matt Martin"",""location"":""Portland, OR"",""role"":""Director""}]",www.portlandbikeswap.org,Annual bike parts swap benefiting Rosewood Initiative and Rosewood Bikes in East Portland.,Looks like the Portland Bike Swap is coming up this spring — hope planning's going well.,Keep Portland rolling,2026-07-10T03:03:16.134Z,true
b22ef96ea32d,Bikes for Humanity PDX,"Portland, OR",bike,info@b4hpdx.org,(503) 496-6941,https://www.facebook.com/BikesForHumanityPDX/,"[{""name"":""Andrew Shaw-Kitch"",""location"":""Portland, OR"",""role"":""Director""}]",https://www.b4hpdx.org/,Non-profit bike shop and school in SE Portland offering affordable refurbished bicycles and bike maintenance education.,Looks like your volunteer nights run Wednesdays and summer repair events continue at Gresham's Main City Park — hope it's all going well.,Keep rolling,2026-07-10T03:03:36.247Z,true
fe603213d977,Bike Farm,"Portland, OR",bike,bikefarm@bikefarm.org,(971) 533-7428,https://www.facebook.com/bikefarm/,"[{""name"":""Ariel Raymon"",""location"":""Portland, OR"",""role"":""Organizer""},{""name"":""Becca Dillon"",""location"":""Portland, OR"",""role"":""Organizer""},{""name"":""Jennifer Collins"",""location"":""Portland, OR"",""role"":""Organizer""}]",https://bikefarm.org/,"All volunteer-run nonprofit bike cooperative offering DIY repair workspace, used bikes and parts for sale with inclusive community programming.",Bike Farm runs ongoing open shop hours Wednesdays and Thursdays 5:30-8:30pm and Sundays 11am-2pm for DIY bike maintenance and parts sales.,Keep the rubber side down,2026-07-10T03:03:53.219Z,true
cded5948e9ad,Community Cycling Center,"Portland, OR",bike,info@communitycyclingcenter.org,503-287-8786,https://www.facebook.com/CommunityCyclingCenter/,"[{""name"":""Ruben Alvarado"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""William"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""Jacks Volkoff"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""Carl Wilson"",""location"":""Portland, OR"",""role"":""Organizer""}]",https://communitycyclingcenter.org/,"Portland nonprofit bike shop founded in 1994 that broadens access to bicycling through education programs, bike donations, and affordable services.",Your Salvage Sale runs every Sunday at 10am — what a great community resource for keeping bikes out of the scrap yard.,Keep rolling,2026-07-10T03:04:10.946Z,true
e0620529c911,Boise Bicycle Project,"Boise, ID",bike,info@boisebicycleproject.org,(208) 429-6520,https://www.facebook.com/BoiseBicycleProject/,"[{""name"":""Devin McComas"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Benton Smith"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Tim Glaza"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Jimmy Hallyburton"",""location"":""Boise, ID"",""role"":""Organizer""}]",https://www.boisebicycleproject.org/,"Community-oriented bicycle co-op functioning as a recycling center and educational workspace offering refurbished bikes, DIY repair, and youth programs.",Looks like your Holiday Kids Bike Giveaway is coming up this December — hope planning's going well.,Keep pedaling forward,2026-07-10T03:04:35.291Z,true
f7ca33ba23cf,Boise Vintage Bike Swap Meet,"Boise, ID",bike,lookn4bikes@msn.com,,,[],,"Grassroots vintage bicycle swap meet organized by community members through The CABE forum, hosted at Bikes and Beans/Das Alpenhaus.",Looks like the Boise Vintage Bike Swap Meet is coming up this June — hope planning's going well.,Keep 'em rolling,2026-07-10T03:05:04.996Z,true
1b4edd9174a2,Hawaii Bicycling League Cycle Swap Meet,"Honolulu, HI",bike,bicycle@hbl.org,(808) 735-5756,https://www.facebook.com/hblridealoha/,"[{""name"":""Travis Counsell"",""location"":""Honolulu, HI"",""role"":""Director""},{""name"":""Christopher Salas"",""location"":""Honolulu, HI"",""role"":""Director""},{""name"":""Eduardo Hernandez"",""location"":""Honolulu, HI"",""role"":""Director""},{""name"":""Vincent Levy"",""location"":""Honolulu, HI"",""role"":""Director""}]",https://hbl.org,"Hawaii's oldest and largest cycling organization founded in 1975 promoting bicycling through advocacy, education, and events.",Looks like the Cycle Swap Meet at BikeFest is coming up this May — hope planning's going well.,Keep pedaling,2026-07-10T03:17:52.276Z,true
c44823c6d64b,Re:Cycle Program,"Honolulu, HI",bike,bicycle@hbl.org,(808) 735-5756,https://www.facebook.com/hblridealoha/,"[{""name"":""Travis Counsell"",""location"":""Honolulu, HI"",""role"":""Director""},{""name"":""Malia Harunaga"",""location"":""Honolulu, HI"",""role"":""Director""}]",https://hbl.org,Hawaii Bicycling League partners with Re-use Hawaii to refurbish donated bikes and make cycling affordable through their Re:Cycle Program.,Exciting that the Re:Cycle Program launch is coming up this July 11th — hope the partnership with Re-use Hawaii goes great!,Keep rolling,2026-07-10T03:18:11.517Z,true
f51fa5d87c66,KVIBE - Kalihi Valley Instructional Bike Exchange,"Honolulu, HI",bike,kvibe@kkv.net,(808) 291-7613,https://www.facebook.com/KVIBikE/,"[{""name"":""Savelio Makasini"",""location"":""Honolulu, HI"",""role"":""Organizer""},{""name"":""Rona Mangayayam"",""location"":""Honolulu, HI"",""role"":""Director""},{""name"":""Benoit Setik"",""location"":""Honolulu, HI"",""role"":""Organizer""},{""name"":""Bruce Konman"",""location"":""Honolulu, HI"",""role"":""Organizer""}]",https://www.kkv.net,Youth bike program that refurbishes 400 donated bikes annually through hands-on learning and mentorship in Kalihi.,Looks like the Kalihi Ahupua'a Ride is coming up this spring — hope planning's going well.,Pedal forward,2026-07-10T03:18:41.795Z,true
c6012c99900a,Mt Hood Nordic Ski Swap,"Portland, OR and Hood River, OR",ski,info@teacupnordic.org,,https://www.facebook.com/teacupnordic/,"[{""name"":""Tom Jeanne"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""Chip Dickinson"",""location"":""Hood River, OR"",""role"":""Director""},{""name"":""Emilie Blevins"",""location"":""Hood River, OR"",""role"":""Director""},{""name"":""Sue Seyl"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""Mariah Whitney"",""location"":""Portland, OR"",""role"":""Director""}]",https://teacupnordic.org,Volunteer-powered nonprofit operating cross-country ski trails on Mt. Hood since 1979.,Looks like the Mt Hood Nordic Ski Swap is coming up this November — hope planning's going well.,See you on the trails,2026-07-10T03:19:12.855Z,true
47f1bbdd3db1,Snowvana Portland,"Portland, OR",ski,quinn@snowvana.com,484-678-2082,https://www.facebook.com/snowvana/,"[{""name"":""Doug Fish"",""location"":""Portland, OR"",""role"":""Organizer""},{""name"":""Quinn McIntyre"",""location"":""Portland, OR"",""role"":""Organizer""}]",https://snowvana.com,"Family-owned ski and snowboard festival operating events in Portland, Seattle, New England, and Wisconsin.",Looks like Portland Snowvana is coming up this October — hope planning for the 10th anniversary show is going well!,See you on the mountain,2026-07-10T03:19:28.274Z,true
0dc53a8abf35,BBSEF Ski Swap,"Boise, ID",ski,info@bbsef.org,(208) 336-5295,https://www.facebook.com/skiswapboise/,"[{""name"":""Shannon Carrell"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Zach Schult"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Chuck Combs"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Nick Sabin"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Shawn Smith"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Kelly Mullens"",""location"":""Boise, ID"",""role"":""Organizer""}]",https://www.bbsef.org,"Non-profit offering competitive ski, snowboard, and mountain bike programs for youth in the Treasure Valley since 1967.",Looks like the 74th Annual BBSEF Ski Swap is coming up this fall — hope planning's going well.,See you on the slopes,2026-07-10T03:19:55.297Z,true
98c93663628f,Rotarun Ski Swap,"Hailey, ID",ski,info@rotarun.org,(208) 788-6204,https://www.facebook.com/RotarunSkiArea/,"[{""name"":""Riley Berman"",""location"":""Hailey, ID"",""role"":""Organizer""}]",https://rotarun.org,Rotarun is a community-driven nonprofit ski area providing affordable winter sports access and tuition-free youth programs since 1948.,Looks like the Rotarun Ski Swap typically runs in mid-October — hope planning's going well for this fall.,See you on the mountain,2026-07-10T03:20:16.207Z,true
3ebe082a5390,East Side High School Ski Swap,"Mt. Hood Area, OR",ski,eastpdxskiteam@gmail.com,,https://www.facebook.com/grantclevelandskiteam/,"[{""name"":""Randy Hewitt"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""Molly Albright"",""location"":""Portland, OR"",""role"":""Director""},{""name"":""Sharon Johnson"",""location"":""Portland, OR"",""role"":""Director""}]",https://www.eastsideskiteam.com/,The Eastside High Schools Ski Race Team serves students from multiple Portland area high schools and runs an annual ski swap fundraiser.,Looks like the East Side High Schools Ski Swap happened last November — hope it was a great success.,See you on the mountain,2026-07-10T03:20:44.844Z,true
813342824941,Pass It On Sales,"Hillsboro/Beaverton/Portland, OR",gear,kim@passitonsales.com,503-512-0420,https://www.facebook.com/passitonsales/,"[{""name"":""Kim Zerbe"",""location"":""Portland, OR"",""role"":""Owner""},{""name"":""Geoffrey Zerbe"",""location"":""Portland, OR"",""role"":""Manager, Operations""}]",https://passitonsales.com/,"A giant 5-day consignment event for parents to buy and sell gently used kids items, happening twice yearly in the Portland metro area.",Looks like Pass It On Sales runs twice a year in spring and fall — hope planning's going well for the upcoming events.,Happy swapping,2026-07-10T03:21:01.316Z,true
4d13bb1fca95,Ashland Ski & Gear Swap,"Ashland, OR",ski,info@ashlandskiswap.com,541-282-4535,https://www.facebook.com/ashlandskiswap/,"[{""name"":""Will Volpert"",""location"":""Phoenix, OR"",""role"":""Organizer""},{""name"":""Willie Long"",""location"":""Ashland, OR"",""role"":""Organizer""}]",https://www.ashlandskiswap.com/,Annual ski and outdoor gear consignment sale managed by Indigo Creek Outfitters with the Southern Oregon University Outdoor Program.,Hope the December swap went well — looking forward to hearing about plans for next year's event!,See you on the slopes,2026-07-10T03:21:24.995Z,true
cfb9682c4dc7,Baker Loves Bikes Bike Swap,"Baker City, OR",bike,scottscycleandsports@gmail.com,,,"[{""name"":""Brian Cimmiyotti"",""location"":""Baker City, OR"",""role"":""Organizer""},{""name"":""Luke Brown"",""location"":""Baker City, OR"",""role"":""Organizer""}]",goldenmountainbikepark.org,"Baker Loves Bikes is a 501c3 nonprofit promoting cycling access and education in Baker County, OR.",Looks like the Baker Loves Bikes Bike Swap happened this April — hope it was a success!,Keep those wheels turning,2026-07-10T03:21:51.306Z,true
45056398590b,Idaho Trails Association Gear Swap,"Coeur d'Alene, ID",other,trails@idahotrailsassociation.org,208-315-0079,https://www.facebook.com/IdahoTrailsAssociation/,"[{""name"":""Barbara Sammut"",""location"":""Coeur d'Alene, ID"",""role"":""Organizer""},{""name"":""Melanie Vining"",""location"":""Boise, ID"",""role"":""Director""},{""name"":""Kelly Hewes"",""location"":""Boise, ID"",""role"":""Director""}]",https://idahotrailsassociation.org,"Idaho Trails Association is a volunteer-based nonprofit maintaining Idaho's hiking trails through education, projects, and advocacy.",Looks like the Coeur d'Alene Gear Swap is coming up this May — hope planning's going well.,See you on the trail,2026-07-10T03:22:26.063Z,true
53fb1d0b8e39,Fort Hall Savagez Bicycle Giveaway,"Chubbuck, ID",bike,,(208) 240-1526,https://www.facebook.com/p/Fort-Hall-Savagez-MC-100076354950891/,"[{""name"":""Ross Medrano"",""location"":""Chubbuck, ID"",""role"":""Organizer""},{""name"":""Kenny Whelan"",""location"":""Fort Hall, ID"",""role"":""Organizer""}]",,Fort Hall Savagez MC and So Idaho Empties MC are motorcycle clubs focused on community service and supporting local families.,Sounds like the Bicycle Giveaway went well this past May — hope you're planning to make it an annual event.,Keep the wheels turning,2026-07-10T03:22:46.251Z,true
159c08d89906,Rhea Lana's of Honolulu,"Kaneohe, HI",gear,kylabell@rhealana.com,(808) 376-9336,https://www.facebook.com/RheaLanaHonolulu/,"[{""name"":""Alma Pennell"",""location"":""Ewa Beach, HI"",""role"":""Owner""}]",https://honolulu.rhealana.com/,Locally-owned children's consignment event offering high-quality items at 60-90% off retail prices twice yearly,Looks like Rhea Lana's of Honolulu Spring 2026 event is coming up late April — hope planning's going well!,Happy thrifting,2026-07-10T03:23:03.042Z,true
b5eb68add179,Next Adventure Bargain Basement,"Portland, OR",gear,info@nextadventure.net,503-233-0706,https://www.facebook.com/NextAdventure/,[],https://nextadventure.net,Portland outdoor gear retailer since 1997 with a Bargain Basement that accepts used gear year-round for store credit.,The Bargain Basement accepts used gear all year long — hope business is going well.,Happy adventuring,2026-07-10T03:23:20.200Z,true
6d0668820430,2025 Ashland Ski & Gear Swap,"Ashland, OR",ski,skiswap@indigocreekoutfitters.com,541-282-4535,https://www.facebook.com/ashlandskiswap/,"[{""name"":""Will Volpert"",""location"":""Ashland, OR"",""role"":""Organizer""},{""name"":""Willie Long"",""location"":""Ashland, OR"",""role"":""Organizer""}]",https://www.ashlandskiswap.com,The event is managed by Indigo Creek Outfitters with help from the Southern Oregon University Outdoor Program.,Looks like the 2025 Ashland Ski & Gear Swap is coming up this December 13-14 — hope planning's going well!,See you on the slopes,2026-07-10T03:23:39.710Z,true
07bc9d3efc44,Skyliners Ski Swap,"Bend, OR",ski,mbsef@mbsef.org,541-388-0002,https://www.facebook.com/p/Mt-Bachelor-Sports-Education-Foundation-100057122334389/,"[{""name"":""Marieka Greene"",""location"":""Bend, OR"",""role"":""Director""}]",https://mbsef.org,"The Mt. Bachelor Sports Education Foundation is a nonprofit that runs competitive Alpine, Nordic, Freeride, and Cycling programs for youth athletes in Central Oregon.",Looks like the Skyliners Ski Swap is coming up this October — hope planning's going well.,See you on the mountain,2026-07-10T03:24:03.868Z,true
5312245a49fe,Hood River Valley High School Ski Swap,"Hood River, OR",ski,hrvhsinfo@hoodriver.k12.or.us,541-386-4500,https://www.facebook.com/HoodRiverValleyHS/,"[{""name"":""Jesse Scroggins"",""location"":""Hood River, OR"",""role"":""Organizer""},{""name"":""Leslie Lamer"",""location"":""Hood River, OR"",""role"":""Organizer""}]",https://hrvhs.hoodriver.k12.or.us/,"Hood River Valley High School organizes the Gorge Winter Gear Swap as an annual fundraiser for their Alpine, Snowboarding, and Freestyle ski teams.",Looks like the Gorge Winter Gear Swap typically runs in early November — hope planning's going well for this fall.,See you on the mountain,2026-07-10T03:24:25.756Z,true
661053675d61,Southern Oregon Ski & Snowboard Swap,"Medford, OR",ski,info@southernoregonskiswap.com,(541) 441-8631,https://www.facebook.com/SouthernOregonSkiSwap/,"[{""name"":""Ron Johnson"",""location"":""Medford, OR"",""role"":""Organizer""},{""name"":""Gary King"",""location"":""Ashland, OR"",""role"":""Director""}]",https://www.southernoregonskiswap.com/,Annual fundraiser for Southern Oregon Ski Education Foundation (SOSEF) supporting high school alpine ski racing programs across Southern Oregon.,Looking forward to the Southern Oregon Ski & Snowboard Swap this fall — hope your planning is going well.,See you on the slopes,2026-07-10T03:24:52.939Z,true
371ba7b7264f,Allspeed Ski Swap,"Portland, OR",ski,info@allspeed.com,(207) 878-8741,https://www.facebook.com/allspeedcycleryandsnow/,[],https://www.allspeed.com,"Full-service bike and ski shop in Portland, Maine, founded in 1990 by Gary Buch.",Looks like the Allspeed Ski Swap typically runs in late October — hope planning's going well.,See you on the slopes,2026-07-10T03:25:11.286Z,true
26ef3db27f8c,Bike Swap at Portland Bicycle Studio,"Portland, OR",bike,service@portlandbicyclestudio.com,(503) 335-8356,https://www.facebook.com/PortlandBicycleStudio/,[],http://www.portlandbicyclestudio.com,Portland Bicycle Studio was a bike shop in the Boise district that closed in December 2017.,Looks like the Bike Swap at Portland Bicycle Studio is coming up this spring — hope planning's going well.,Keep Portland pedaling,2026-07-10T03:25:30.711Z,true
f1ab8c5dc8c0,Outdoor Gear Sale,"Portland, OR",gear,campusrec@pdx.edu,503-725-2931,https://www.facebook.com/psucampusrec/,[],https://www.pdx.edu/recreation,Portland State Campus Recreation provides outdoor recreation programs and gear rentals to the PSU community since 1966.,,See you outside,2026-07-10T03:25:44.531Z,true
1f3d53e48fa3,Idaho's Biggest Bike Swap,"Boise, ID",bike,[email protected],(208) 287-5650,https://www.facebook.com/ExpoIdaho/,[],https://expoidaho.com,Expo Idaho is an Ada County venue that hosts over 300 events annually including the Western Idaho Fair.,Looks like the Idaho's Biggest Bike Swap is coming up this spring — hope planning's going well.,Keep the rubber side down,2026-07-10T03:26:06.944Z,true
34c5c907d461,73rd Annual Ski and Snowboard Swap,"Boise, ID",ski,info@bbsef.org,(208) 336-5295,https://www.facebook.com/skiswapboise/,"[{""name"":""Shannon Carrell"",""location"":""Boise, ID"",""role"":""Organizer""},{""name"":""Nick Sabin"",""location"":""Boise, ID"",""role"":""Organizer""}]",https://www.bbsef.org,Bogus Basin Ski Education Foundation is a nonprofit founded in 1967 supporting youth mountain sports programs in the Treasure Valley.,Looks like the 74th Annual Ski Swap is coming up this fall (October 30–November 1) — hope planning's going well!,See you on the mountain,2026-07-10T03:26:28.876Z,true
589fd9074d81,Outdoor Equipment Sale and Swap,"Moscow, ID",gear,outdoorprogram@uidaho.edu,208-885-6810,https://www.facebook.com/UIOutdoorProgram/,"[{""name"":""Sandra Townsend"",""location"":""Moscow, ID"",""role"":""Director""},{""name"":""Hans Zander"",""location"":""Moscow, ID"",""role"":""Director""},{""name"":""Lucas Blankenship"",""location"":""Moscow, ID"",""role"":""Organizer""}]",https://www.uidaho.edu/recreation/outdoor-program,The University of Idaho Outdoor Program is a non-profit service organization providing outdoor education and adventure opportunities to the campus community.,Looks like the Outdoor Equipment Sale and Swap usually happens in early November — hope planning for the next one is going well.,See you outside,2026-07-10T03:26:48.035Z,true
a5e119959d27,SARS Sandpoint Ski Swap,"Sandpoint, ID",ski,admin@sars.net,(208) 946-7859,https://www.facebook.com/SchweitzerAlpineRacingSchool/,"[{""name"":""Jamie Landwehr"",""location"":""Sandpoint, ID"",""role"":""Director""},{""name"":""Olivia Merithew"",""location"":""Sandpoint, ID"",""role"":""Organizer""}]",https://sars.snowproportal.com,Schweitzer Alpine Racing School is a nonprofit alpine ski racing organization serving youth and adults at Schweitzer Mountain Resort since 1963.,Looks like the SARS Sandpoint Ski Swap typically runs in early November — hope planning's going well for this fall's event.,See you on the mountain,2026-07-10T03:27:10.006Z,true
ad41162cca26,Vintage Bicycle Swap Meet,"Boise, ID",bike,lookn4bikes@msn.com,(208) 639-2841,https://www.facebook.com/BikesandBeansID/,[],bikesandbeansboise.com,"Annual vintage bicycle swap meet held at Bikes and Beans for around 30 years, featuring pre-1970s bikes and parts.",Looks like the Vintage Bicycle Swap Meet is coming up this June — hope planning's going well.,Keep 'em rolling,2026-07-10T03:27:44.997Z,true
b11a99fff555,Pregnancy & Baby Gear Swap,"Boise, ID",gear,fuelupnutritionboise@gmail.com,(208) 954-7434,https://www.facebook.com/fuelupnutritionboise/,[],https://fuelupnutritionboi.wixsite.com/boise,Fuel Up Nutrition is a locally-owned smoothie and juice bar in Boise that also hosts community events.,Looks like the Pregnancy & Baby Gear Swap is coming up this February — hope planning's going well.,Growing together,2026-07-10T03:28:03.072Z,true
fd535fb555b9,Idaho Outdoor Expo,"Boise, ID",other,info@ibleventsinc.com,(208) 376-0464,https://www.facebook.com/ibleventsinc/,"[{""name"":""Nick Aldinger"",""location"":""Meridian, ID"",""role"":""Organizer""},{""name"":""Anna Marie Aldinger"",""location"":""Meridian, ID"",""role"":""Organizer""}]",https://www.iblevents.com,IBL Events is a full-service event production company that has produced Idaho's largest consumer trade shows and conferences for over 30 years.,Looks like the Idaho Outdoor Expo is coming up this May — hope planning's going well for year two.,See you at the Expo,2026-07-10T03:28:20.857Z,true
9a6bfe2efe21,Swap Meet at Powerland,"Brooks, OR",other,office@antiquepowerland.com,(503) 393-2424,https://www.facebook.com/AntiquePowerland/,[],https://www.antiquepowerland.com,"Powerland Heritage Park is a 62-acre heritage campus with 14 museums celebrating antique power equipment and machinery near Salem, Oregon.",Looks like the Swap Meet at Powerland is coming up late June — hope planning's going well.,Keep the engines running,2026-07-10T03:28:40.290Z,true
